cv_index,test_acc,loss
1.0,0.6675555555555556,0.5888980967355958
1.0,0.6428888888888888,0.6081814110701811
1.0,0.6693333333333333,0.5827779820624818
1.0,0.6406666666666667,0.6152192322497673
1.0,0.6395555555555555,0.6260683498484023
1.0,0.646,0.6142389309321735
1.0,0.6746666666666666,0.5937995422393718
1.0,0.6717777777777778,0.5854164129453348
2.0,0.5773333333333334,0.6700702816882032
2.0,0.5844444444444444,0.6708291285004176
2.0,0.6242222222222222,0.6412437380628383
2.0,0.6575555555555556,0.587162769009881
2.0,0.65,0.6048596034235988
2.0,0.6453333333333333,0.6064181321478904
2.0,0.6351111111111111,0.6537365099639757
2.0,0.6546666666666666,0.5998223664912772
2.0,0.6595555555555556,0.5950775347280164
2.0,0.6426666666666667,0.6141364832296439
2.0,0.6391111111111111,0.6258267415753493
2.0,0.6542222222222223,0.6022493758945601
2.0,0.6488888888888888,0.6049824667737839
2.0,0.6562222222222223,0.6055271302131896
2.0,0.6502222222222223,0.6307685453418299
2.0,0.6422222222222222,0.6478323841348608
2.0,0.6677777777777778,0.590145007938358
2.0,0.6817777777777778,0.5744766037092142
2.0,0.6608888888888889,0.5994995192010352
2.0,0.666,0.5957257153717339
2.0,0.6513333333333333,0.6237308262510503
2.0,0.652,0.6380158935455565
2.0,0.6604444444444444,0.6129966974258423
2.0,0.664,0.605013592446104
2.0,0.678,0.5905929611507037
2.0,0.6351111111111111,0.6584157387838296
2.0,0.6782222222222222,0.5905216723046405
2.0,0.682,0.5852882919159341
2.0,0.674,0.6009352976548756
2.0,0.6711111111111111,0.6000516719006478
2.0,0.6831111111111111,0.5995750816155833
2.0,0.672,0.6119760408046397
2.0,0.6422222222222222,0.6574749551343579
2.0,0.6671111111111111,0.6068892891102649
2.0,0.6748888888888889,0.6266033615626342
2.0,0.6793333333333333,0.6071896058447818
2.0,0.67,0.5980127477054055
2.0,0.6773333333333333,0.5943689564018385
3.0,0.5688888888888889,0.6983451137305997
3.0,0.5628888888888889,0.7525348703489236
3.0,0.6186666666666667,0.7227925368657349
3.0,0.6106666666666667,0.7275724664647528
3.0,0.6342222222222222,0.7056898609966251
3.0,0.6184444444444445,0.7247297873733737
3.0,0.6155555555555555,0.7352732375581214
3.0,0.6328888888888888,0.7196196740400707
3.0,0.6277777777777778,0.7085141250005005
3.0,0.6264444444444445,0.7104343298479174
3.0,0.622,0.7079755017097961
3.0,0.6297777777777778,0.7027095666168429
3.0,0.6311111111111111,0.7276521041883645
3.0,0.6231111111111111,0.7250702947589522
3.0,0.6226666666666667,0.6954125345598722
3.0,0.6215555555555555,0.7079299324793173
3.0,0.6173333333333333,0.7033743866791962
3.0,0.618,0.7248410673428934
3.0,0.63,0.7133834218302517
3.0,0.6226666666666667,0.7294987013153996
3.0,0.6004444444444444,0.8198161256228779
3.0,0.6242222222222222,0.7360897351664009
3.0,0.6251111111111111,0.7068997577149817
3.0,0.6197777777777778,0.7151813337988887
3.0,0.6188888888888889,0.7238252634275044
3.0,0.6186666666666667,0.7335675777272975
3.0,0.6215555555555555,0.7097950119076045
3.0,0.6053333333333333,0.7748014136409083
3.0,0.6115555555555555,0.7215875112418587
3.0,0.62,0.7369316251988106
3.0,0.6171111111111112,0.7393189133904504
3.0,0.616,0.7266459162776352
3.0,0.6206666666666667,0.7368578046348924
3.0,0.62,0.7412240515786706
3.0,0.6164444444444445,0.743203434749698
4.0,0.58525,0.6598417501449585
4.0,0.60975,0.6386486327648163
4.0,0.64475,0.5905174233913422
4.0,0.702,0.5287629313468933
4.0,0.7,0.530480348110199
4.0,0.70825,0.5143759922981263
4.0,0.70675,0.5240460238456726
4.0,0.71325,0.5202481993436814
4.0,0.69225,0.5486164853572846
4.0,0.71275,0.5225148952007294
4.0,0.719,0.5141194121837616
4.0,0.70525,0.5282683093547821
4.0,0.71325,0.5207983226776123
4.0,0.70525,0.5320959134101868
4.0,0.723,0.5207263793945313
4.0,0.7235,0.5142392783164978
4.0,0.72125,0.5158865356445312
4.0,0.729,0.5139493825435638
4.0,0.71475,0.547865245103836
4.0,0.71725,0.5534149656295776
4.0,0.71525,0.5325142717361451
4.0,0.72575,0.5196208498477936
4.0,0.6785,0.6145658760070801
4.0,0.70875,0.5537361330986023
4.0,0.7085,0.5510900962352753
4.0,0.7065,0.5585764963626861
4.0,0.70525,0.564145412683487
4.0,0.713,0.5326897776126862
4.0,0.71225,0.5613653662204743
4.0,0.708,0.5338071234226227
4.0,0.70625,0.565823531627655
4.0,0.69975,0.5910318222045898
4.0,0.703,0.5763901610374451
4.0,0.7005,0.5620627164840698
4.0,0.71125,0.5557343463897705
4.0,0.7065,0.5551755051612854
4.0,0.698,0.568696197271347
4.0,0.7025,0.5656917769908905
5.0,0.516,0.6857178010940552
5.0,0.67875,0.603537175655365
5.0,0.73,0.5339182748794555
5.0,0.70675,0.5297275197505951
5.0,0.751,0.5045415222644806
5.0,0.71925,0.5164383893013
5.0,0.74525,0.4973158671855927
5.0,0.737,0.4974731013774872
5.0,0.75825,0.49434617257118224
5.0,0.765,0.4830984480381012
5.0,0.7605,0.47830906248092653
5.0,0.74,0.4948170955181122
5.0,0.758,0.4862553465366364
5.0,0.767,0.48853998589515685
5.0,0.77025,0.47399513387680053
5.0,0.74925,0.48017451763153074
5.0,0.76625,0.48154395604133604
5.0,0.753,0.48425862288475036
5.0,0.74325,0.4914703688621521
5.0,0.763,0.4748631536960602
5.0,0.74825,0.4912636526823044
5.0,0.76325,0.4701907985210419
5.0,0.76,0.47612794041633605
5.0,0.7535,0.4813641891479492
5.0,0.7615,0.4742379379272461
5.0,0.767,0.46771734476089477
5.0,0.74275,0.4888059830665588
5.0,0.76975,0.4664073724746704
5.0,0.76125,0.48115479516983034
5.0,0.7445,0.48968315505981447
5.0,0.72275,0.5135941150188446
5.0,0.7565,0.47682742071151735
5.0,0.757,0.48408983325958255
5.0,0.76125,0.482597279548645
5.0,0.7545,0.48316314339637756
5.0,0.7655,0.469769210100174
5.0,0.765,0.47598408699035644
5.0,0.768,0.46813457560539246
5.0,0.77225,0.467492645740509
5.0,0.76575,0.4744468402862549
5.0,0.765,0.4752318731546402
5.0,0.7645,0.47145585298538206
5.0,0.76025,0.47979575097560884
5.0,0.77125,0.4685886116027832
5.0,0.76925,0.4753891382217407
5.0,0.7675,0.4739068782329559
5.0,0.754,0.4834570171833038
5.0,0.763,0.480696314573288
